시설명,시설유형,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,전화번호,건립일자,건물면적,관리기관명,데이터기준일자,제공기관코드,제공기관명
사창동사창경로당,경로당,충청북도 청주시 서원구 창신로 26번길 45-1,충청북도 청주시 서원구 사창동 301-26,36.63336556,127.4670088,영업,,1985-04-13,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
LH청주탑동아파트경로당,경로당,"충청북도 청주시 상당구 산성로 55 (탑동, 탑클래스아파트)",충청북도 청주시 상당구 탑동 344,36.6301445,127.5013294,영업,,2014-11-14,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
kt&G청주동우회경로당,경로당,충청북도 청주시 청원구 새터로 34,충청북도 청주시 청원구 내덕동 306-3,36.65606192,127.4865898,영업,,1999-05-03,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
하영경로당,경로당,충청북도 진천군 초평면 상하영길 41-14,,36.86040567,127.5507357,영업,,1990-12-10,,충청북도 진천군청,2024-12-09,4450000,충청북도 진천군
사천동아1차아파트경로당,경로당,"충청북도 청주시 청원구 율봉로 31(사천동, 사천동아1차아파트)",충청북도 청주시 청원구 사천동 437,36.66380958,127.474491,영업,,1994-05-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
사태,경로당,충청북도 청주시 상당구 수영로 350,충청북도 청주시 상당구 금천동 325,36.63287465,127.5107683,영업,,1992-04-22,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
산남경로당,경로당,충청북도 청주시 서원구 두꺼비로 27번길 17,충청북도 청주시 서원구 산남동 1037,36.60791025,127.4675756,영업,,2018-03-20,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
산남계룡리슈빌경로당,경로당,충청북도 청주시 서원구 두꺼비로 53,충청북도 청주시 서원구 산남동 679,36.60947588,127.4640498,영업,,2007-08-31,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
산남동대원칸타빌1단지아파트경로당,경로당,충청북도 청주시 서원구 두꺼비로 63,충청북도 청주시 서원구 산남동 678,36.61058462,127.463845,영업,,2007-10-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
산남부영사랑으로경로당,경로당,충청북도 청주시 서원구 원흥로 14,충청북도 청주시 서원구 산남동 1094,36.60867633,127.4740466,영업,,2011-04-20,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
산남주공1단지경로당,경로당,충청북도 청주시 서원구 구룡산로 319,충청북도 청주시 서원구 수곡동 328,36.61901899,127.4803238,영업,,1991-11-28,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
산남퀸덤경로당,경로당,충청북도 청주시 서원구 두꺼비로 93,충청북도 청주시 서원구 산남동 671,36.61288399,127.4638111,영업,,2008-05-09,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
산남푸르지오아파트경로당,경로당,충청북도 청주시 서원구 두꺼비로 53,충청북도 청주시 서원구 산남동 679,36.60947588,127.4640498,영업,,2007-10-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
산단리,마을회관및경로당,충청북도 청주시 흥덕구 강내면 산단길 5-1,충청북도 청주시 흥덕구 강내면 산단리 77,36.58171935,127.3535371,영업,,1994-06-04,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
산덕리,마을회관및경로당,충청북도 청주시 상당구 문의면 산덕1길 3-12,충청북도 청주시 상당구 문의면 산덕리 353,36.48944041,127.5131881,영업,043-221-2564,1989-05-29,108.25,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
산막리경로당,마을회관및경로당,충청북도 청주시 서원구 남이면 원산막길 92,충청북도 청주시 서원구 남이면 산막리 372-1,36.54847335,127.4004883,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
산성경로당,경로당,충청북도 청주시 상당구 성내로149번길 4,충청북도 청주시 상당구 산성동 105-10,36.66514029,127.5394958,영업,,1992-03-09,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
산정경로당,경로당,충청북도 청주시 흥덕구 흥덕로127번길 63,충청북도 청주시 흥덕구 운천동 467-1,36.64755754,127.4740266,영업,,2013-07-17,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼덕경로당,경로당,충청북도 청주시 청원구 향군로151번길 10,충청북도 청주시 청원구 내덕동 670-22,36.6572899,127.4784901,영업,,2006-08-25,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼산1리,마을회관및경로당,충청북도 청주시 상당구 낭성면 현암삼산로 304,충청북도 청주시 상당구 낭성면 삼산리 186-1,36.6665838,127.5650117,영업,,2002-11-15,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼산2리,마을회관및경로당,충청북도 청주시 상당구 낭성면 삼산길 168-1,충청북도 청주시 상당구 낭성면 삼산리 83-1,36.67291362,127.5755501,영업,,2007-01-16,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼성아파트경로당,경로당,충청북도 청주시 흥덕구 사운로321번길 20 (신봉동),충청북도 청주시 흥덕구 신봉동 159,36.65513276,127.4686588,영업,,1993-09-13,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼성아파트제2경로당,경로당,"충청북도 청주시 청원구 주성로96번길 29 (율량동, 삼성아파트)",충청북도 청주시 청원구 율량동 1180,36.66767026,127.4794202,영업,,1996-05-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼익1차A경로당,경로당,충청북도 청주시 서원구 예체로7번길 48,충청북도 청주시 서원구 개신동 10,36.62734441,127.467372,영업,,1991-05-15,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼익2차A경로당,경로당,충청북도 청주시 서원구 창직로12번길 65 (개신동),충청북도 청주시 서원구 개신동 11,36.62789093,127.4645191,영업,,1993-07-05,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼익아파트경로당,경로당,충청북도 청주시 서원구 서원서로 27,충청북도 청주시 서원구 모충동 374-1,36.62481222,127.4787924,영업,,1989-08-25,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼일(아)경로당,경로당,충청북도 청주시 상당구 수영로 136,충청북도 청주시 상당구 영운동 205-5,36.61672099,127.5004522,영업,,1993-08-31,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼일A,경로당,충청북도 청주시 상당구 꽃산동로14번길 24,충청북도 청주시 상당구 금천동 59-3,36.62554495,127.5077994,영업,,1993-11-30,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼일A,경로당,"충청북도 청주시 흥덕구 복대로118번길 16 (복대동, 삼일A)",충청북도 청주시 흥덕구 복대동 2008,36.62705083,127.441838,영업,,1992-03-26,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼일맨션경로당,경로당,"충청북도 청주시 상당구 산성로49번길 4, 302동 105호(탑동, 삼일맨션)",충청북도 청주시 상당구 탑동 83-8,36.62865755,127.5004287,영업,,1999-05-27,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼일아파트경로당,경로당,"충청북도 청주시 상당구 무농정로 103 (용암동, 무지개삼일@)",충청북도 청주시 상당구 용암동 2083,36.61177786,127.5121134,영업,,1995-07-04,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼일아파트경로당,경로당,"충청북도 청주시 흥덕구 비하로63번길 24 (비하동, 삼일A)",충청북도 청주시 흥덕구 비하동 238-1,36.63277667,127.4229793,영업,,1990-07-24,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼일아파트경로당,경로당,충청북도 청주시 흥덕구 사운로 278 (운천동),충청북도 청주시 흥덕구 운천동 577,36.65230732,127.4735247,영업,,1996-09-19,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼일아파트경로당,경로당,충청북도 청주시 청원구 1순환로341번길 50,충청북도 청주시 청원구 내덕동 698-1,36.65636428,127.4776539,영업,,1989-11-10,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
운수경로당,경로당,전북특별자치도 임실군 임실읍 봉황11길 42,전북특별자치도 임실군 임실읍 이도리 667-1,35.61289338,127.2815063,영업,,1985-05-08,101.7,전북특별자치도 임실군청 주민복지과,2024-12-10,4761000,전북특별자치도 임실군
삼일아파트경로당,경로당,충청북도 청주시 청원구 직지대로 874-6,충청북도 청주시 청원구 우암동 323-18,36.65049185,127.4872577,영업,,1982-09-27,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼일원앙A,경로당,충청북도 청주시 흥덕구 가경로 100-20,충청북도 청주시 흥덕구 가경동 1761,36.62421116,127.4400934,영업,,1998-01-23,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼정1차아파트경로당,경로당,"충청북도 청주시 청원구 율봉로201번길 50(율량동, 삼정아파트)",충청북도 청주시 청원구 율량동 862,36.67096647,127.4925631,영업,,1991-07-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼정2차아파트경로당,경로당,"충청북도 청주시 청원구 율봉로175번길 54(율량동, 삼정아파트)",충청북도 청주시 청원구 율량동 742,36.67112251,127.4899487,영업,,1992-09-23,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼진(아)경로당,경로당,충청북도 청주시 상당구 영운천로69번길 57,충청북도 청주시 상당구 영운동 41-3,36.62094537,127.5048819,영업,,1995-02-27,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼포아파트경로당,마을회관및경로당,충청북도 청주시 서원구 남이면 저산척북로 636-10,충청북도 청주시 서원구 남이면 척북리 74-7,36.57146868,127.4232691,영업,,1994-08-09,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼항1리,마을회관및경로당,충청북도 청주시 상당구 가덕면 상장인차로151-4,충청북도 청주시 상당구 가덕면 삼항리 233-1,36.53020191,127.5211586,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼항2리,마을회관및경로당,충청북도 청주시 상당구 가덕면 삼항상대로48-3,충청북도 청주시 상당구 가덕면 삼항리 342-1,36.53278324,127.518594,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
삼호아파트경로당,경로당,충청북도 청주시 서원구 매봉로 208,충청북도 청주시 서원구 모충동 446-35,36.62768717,127.4761429,영업,,1991-08-21,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상당경로당,경로당,충청북도 청주시 청원구 우암로54번길 9-2,충청북도 청주시 청원구 우암동 360,36.65322221,127.4857934,영업,,1998-08-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상대1리,마을회관및경로당,충청북도 청주시 상당구 가덕면 상대길 19,충청북도 청주시 상당구 가덕면 상대리 100,36.55141136,127.5114151,영업,,1999-04-24,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상대2리,마을회관및경로당,충청북도 청주시 상당구 가덕면 고은두산로313,충청북도 청주시 상당구 가덕면 상대리 157-8,36.54749066,127.5172079,영업,,1993-07-19,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상리경로당,경로당,충청북도 청주시 청원구 상리로8번길 7-3(율량동),충청북도 청주시 청원구 율량동 122,36.66362097,127.5122348,영업,,2010-10-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상발리경로당,마을회관및경로당,충청북도 청주시 서원구 남이면 갈원상발길 233-15,충청북도 청주시 서원구 남이면 상발리 42,36.58665245,127.3990982,영업,,1995-12-23,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상봉1리경로당,마을회관및경로당,충청북도 청주시 흥덕구 오송읍 상봉길 91,충청북도 청주시 흥덕구 오송읍 상봉리 116-2,36.64202965,127.2933884,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상봉2리경로당,마을회관및경로당,충청북도 청주시 흥덕구 오송읍 상봉모시울길 21-4,충청북도 청주시 흥덕구 오송읍 상봉리 215-5,36.6397487,127.2864992,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상삼리경로당,마을회관및경로당,충청북도 청주시 서원구 현도면 시목외천로 384-3,충청북도 청주시 서원구 현도면 상삼리 133-4,36.52269389,127.415094,영업,,2001-12-11,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상신,경로당,충청북도 청주시 흥덕구 상신로 90,충청북도 청주시 흥덕구 상신동 36-1,36.66640799,127.4347071,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상야1리,마을회관및경로당,충청북도 청주시 상당구 가덕면 상야1길 406-2,충청북도 청주시 상당구 가덕면 상야리 14-3,36.5853996,127.5775347,영업,,1993-06-19,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상야2리,마을회관및경로당,충청북도 청주시 상당구 가덕면 상야길 24,충청북도 청주시 상당구 가덕면 상야리 331-3,36.59122945,127.5627891,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상장1리,마을회관및경로당,충청북도 청주시 상당구 문의면 상장2길 12,충청북도 청주시 상당구 문의면 상장리 174-5,36.52085108,127.5158564,영업,,2012-01-06,126.12,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상정1리경로당,마을회관및경로당,충청북도 청주시 흥덕구 오송읍 상정길 38,충청북도 청주시 흥덕구 오송읍 상정리 530-1,36.646496,127.3214037,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상정2리경로당,마을회관및경로당,충청북도 청주시 흥덕구 오송읍 상정쌍청로 59-3,충청북도 청주시 흥덕구 오송읍 상정리 178-1,36.6495663,127.3350236,영업,,1993-04-02,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상죽말경로당,경로당,충청북도 청주시 서원구 성봉로 234-27 (개신동),충청북도 청주시 서원구 개신동 496-17,36.62597494,127.4515102,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
상평리경로당,마을회관및경로당,충청북도 청주시 청원구 오창읍 송대상평길 191-15,충청북도 청주시 청원구 오창읍 상평리 49,36.71919223,127.4516832,영업,,1994-11-23,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
새동네경로당,경로당,충청북도 청주시 서원구 매봉로29번길 21(분평동),충청북도 청주시 서원구 분평동 1104,36.61268771,127.4764008,영업,,1997-03-14,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
새동네경로당,마을회관및경로당,충청북도 청주시 흥덕구 청향로 23번길 10 (비하동),충청북도 청주시 흥덕구 비하동 678-3,36.63740846,127.4200307,영업,,1989-05-31,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
새동네경로당,경로당,충청북도 청주시 청원구 사뜸로5번길 87,충청북도 청주시 청원구 내덕동 620-6,36.66092944,127.4801722,영업,,2003-03-12,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
새로나경로당,경로당,충청북도 청주시 흥덕구 봉명로 233번길 14,충청북도 청주시 흥덕구 봉명동 1030,36.64083306,127.4675999,영업,,2003-09-04,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
새싹경로당,경로당,충청북도 청주시 청원구 향군로74번길 26,충청북도 청주시 청원구 우암동 353-2,36.65218946,127.4853207,영업,,1994-05-24,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
새터경로당,경로당,충청북도 청주시 청원구 안덕벌로 57번길 8,충청북도 청주시 청원구 내덕동 115-120,36.65853791,127.4947134,영업,,1983-03-30,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
새터경로당,마을회관및경로당,충청북도 청주시 청원구 2순환로438번길 1(사천동),충청북도 청주시 청원구 사천동 180-3,36.6701334,127.471907,영업,,2003-08-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
새텃말경로당,경로당,충청북도 청주시 서원구 매봉로60번길 40-2,충청북도 청주시 서원구 수곡동 215-4,36.61535832,127.4803933,영업,,1997-12-09,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
생이경로당,경로당,충청북도 청주시 상당구 수영로101번길 21-4,충청북도 청주시 상당구 영운동 181-2,36.61679335,127.4962523,영업,,2007-10-25,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
서당1리경로당,마을회관및경로당,충청북도 청주시 청원구 북이면 서당길 39,충청북도 청주시 청원구 북이면 서당리 60-5,36.73152708,127.5546904,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
서당2리경로당,마을회관및경로당,충청북도 청주시 청원구 북이면 서당길 133-10,충청북도 청주시 청원구 북이면 서당리 384-16,36.7248559,127.5562492,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
서당경로당,마을회관및경로당,충청북도 청주시 서원구 가장로353번길 169-2,충청북도 청주시 서원구 장암동 490-1,36.58535069,127.4822797,영업,,1998-12-12,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
서문동경로당,경로당,충청북도 청주시 상당구 남사로93번길 27-5,충청북도 청주시 상당구 서문동 180-11,36.63308445,127.4856833,영업,,1985-05-26,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
서운동경로당,경로당,충청북도 청주시 상당구 상당로26번길 21,충청북도 청주시 상당구 서운동 33-33,36.63071765,127.492398,영업,,1992-08-21,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
서원,경로당,충청북도 청주시 흥덕구 신율로175번길 16,충청북도 청주시 흥덕구 복대동 161,36.63314777,127.4464846,영업,,1996-12-13,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
서원마을경로당,경로당,충청북도 청주시 상당구 다리실로249번길 67-3 (월오동),충청북도 청주시 상당구 월오동 149-1,36.62228215,127.5472444,영업,,2001-11-28,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
서청주파크자이아파트,경로당,충청북도 청주시 흥덕구 2순환로 1106,충청북도 청주시 흥덕구 비하동 422,36.63560936,127.4201326,영업,,2021-06-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
서촌1구,마을회관및경로당,충청북도 청주시 흥덕구 서촌로 59 (서촌동),충청북도 청주시 흥덕구 서촌동 506-8,36.65078733,127.3967496,영업,,1989-05-31,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
서촌2구,마을회관및경로당,충청북도 청주시 흥덕구 신기로 83번길 7-15 (서촌동),충청북도 청주시 흥덕구 서촌동 82-5,36.65626004,127.4053474,영업,,2003-04-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
서평1리경로당,마을회관및경로당,충청북도 청주시 흥덕구 오송읍 동평서평길 61,충청북도 청주시 흥덕구 오송읍 서평리 154,36.60247032,127.3187841,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
서평2리경로당,마을회관및경로당,충청북도 청주시 흥덕구 오송읍 서평2길 18-1,충청북도 청주시 흥덕구 오송읍 서평리 370-6,36.59687504,127.3070887,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
석곡1동,마을회관및경로당,충청북도 청주시 흥덕구 남석로 581 (석곡동),충청북도 청주시 흥덕구 석곡동 290-1,36.60636891,127.4236282,영업,,2005-04-25,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
석곡6통,마을회관및경로당,충청북도 청주시 흥덕구 서부로1124번길 121-9 (석곡동),충청북도 청주시 흥덕구 석곡동 42-3,36.60748219,127.430166,영업,,2006-04-10,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
석교동경로당,경로당,충청북도 청주시 상당구 대성로21번길 10-1,충청북도 청주시 상당구 석교동 126-156,36.62726809,127.4926667,영업,,1989-05-26,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
석성1리경로당,마을회관및경로당,충청북도 청주시 청원구 북이면 석성길 2-20,충청북도 청주시 청원구 북이면 석성리 401-1,36.75145966,127.5138202,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
석성2리경로당,마을회관및경로당,충청북도 청주시 청원구 북이면 석성한천길 43-1,충청북도 청주시 청원구 북이면 석성리 249,36.75854732,127.5130914,영업,,2000-07-11,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
석성3리경로당,마을회관및경로당,충청북도 청주시 청원구 북이면 남한이길 28,충청북도 청주시 청원구 북이면 석성리 472,36.75793692,127.5069722,영업,,2008-07-16,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
석소,경로당,충청북도 청주시 흥덕구 가로수로725번길 30 (석소동),충청북도 청주시 흥덕구 석소동 79-1,36.62286105,127.3811355,영업,,2004-05-31,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
석실리경로당,마을회관및경로당,충청북도 청주시 서원구 남이면 남석로 415-1,충청북도 청주시 서원구 남이면 석실리 237-1,36.59233388,127.4282882,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
석우리경로당,마을회관및경로당,충청북도 청주시 청원구 오창읍 석우길 19-32,충청북도 청주시 청원구 오창읍 석우리 94-2,36.71672731,127.4565498,영업,,2001-12-24,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
석탑아파트경로당,경로당,"충청북도 청주시 상당구 탑동로1번길 70, 나동 109호(탑동, 석탑아파트)",충청북도 청주시 상당구 탑동 297-84,36.63161814,127.4951381,영업,,1989-05-31,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
석판1리경로당,마을회관및경로당,충청북도 청주시 서원구 남이면 석판길 17,충청북도 청주시 서원구 남이면 석판리 268-4,36.59246,127.4429307,영업,,2008-12-04,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
석화1리,마을회관및경로당,충청북도 청주시 흥덕구 강내면 강내석화1길 16,충청북도 청주시 흥덕구 강내면 석화리 146-9,36.62990525,127.3600334,영업,,2014-10-24,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
석화2리,마을회관및경로당,충청북도 청주시 흥덕구 강내면 강내석화길 21-1,충청북도 청주시 흥덕구 강내면 석화리 178-2,36.63057058,127.3617198,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
석화리경로당,마을회관및경로당,충청북도 청주시 청원구 북이면 북이석화길 40-18,충청북도 청주시 청원구 북이면 석화리 117,36.71794671,127.5675016,영업,,2002-09-16,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
선광로즈웰1차아파트경로당,경로당,"충청북도 청주시 청원구 율량로 157(율량동, 선광로즈웰1차아파트)",충청북도 청주시 청원구 율량동 2080,36.66865518,127.5004511,영업,,2016-01-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
선광로즈웰2차아파트경로당,마을회관및경로당,"충청북도 청주시 청원구 율량로 119(주성동, 선광로즈웰2차아파트)",충청북도 청주시 청원구 주성동 336,36.67331714,127.4995932,영업,,2015-06-10,103,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
선광로즈웰A,경로당,충청북도 청주시 흥덕구 서현중로 48,충청북도 청주시 흥덕구 가경동 1758,36.62305947,127.4291108,영업,,2008-07-23,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
선동1리경로당,마을회관및경로당,충청북도 청주시 서원구 현도면 선동1길 60,충청북도 청주시 서원구 현도면 선동리 201-1,36.48907168,127.4277037,영업,,1993-04-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
선동2리경로당,마을회관및경로당,충청북도 청주시 서원구 현도면 선동2길 104,충청북도 청주시 서원구 현도면 선동리 353-1,36.48539344,127.4386511,영업,,2005-11-07,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
선암1리경로당,마을회관및경로당,충청북도 청주시 청원구 북이면 선암영하로 67,충청북도 청주시 청원구 북이면 선암리 182,36.73048106,127.5875003,영업,,2005-06-27,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
선암2리경로당,마을회관및경로당,충청북도 청주시 청원구 북이면 선암길 29-4,충청북도 청주시 청원구 북이면 선암리 27-2,36.73872884,127.5928208,영업,,1996-12-16,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성대1리,마을회관및경로당,충청북도 청주시 상당구 미원면 성대1길 107,충청북도 청주시 상당구 미원면 성대리 505,36.6203864,127.6485875,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성대2리,마을회관및경로당,충청북도 청주시 상당구 미원면 성대2길 139-4,충청북도 청주시 상당구 미원면 성대리 225-3,36.61704596,127.6600045,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성대3리,마을회관및경로당,충청북도 청주시 상당구 미원면 성대3길 115,충청북도 청주시 상당구 미원면 성대리 412,36.61776048,127.6505297,영업,,2001-01-20,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성봉경로당,경로당,"충청북도 청주시 서원구 성봉로169번길 33-1, 1층 101호 (개신동)",충청북도 청주시 서원구 개신동 674,36.61951018,127.4496376,영업,,2019-04-30,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성산1리경로당,마을회관및경로당,충청북도 청주시 청원구 오창읍 성산길 4,충청북도 청주시 청원구 오창읍 성산리 102,36.73694992,127.4198266,영업,,1998-02-27,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성원아파트경로당,경로당,"충청북도 청주시 청원구 주성로132번길 10(율량동, 성원아파트)",충청북도 청주시 청원구 율량동 1205,36.66999166,127.4807818,영업,,1995-07-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성재1리경로당,마을회관및경로당,충청북도 청주시 청원구 오창읍 성재1길 22-1,충청북도 청주시 청원구 오창읍 성재리 77-1,36.72908099,127.3518713,영업,,2000-01-22,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성재2리경로당,마을회관및경로당,충청북도 청주시 청원구 오창읍 성재2길 39-3,충청북도 청주시 청원구 오창읍 성재리 383-1,36.72277877,127.3461179,영업,,2004-01-07,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성재3리경로당,마을회관및경로당,충청북도 청주시 청원구 오창읍 성재사정로 66,충청북도 청주시 청원구 오창읍 성재리 636-2,36.72492532,127.3209067,영업,,1999-01-11,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성재4리경로당,마을회관및경로당,충청북도 청주시 청원구 오창읍 성재방화동길 47,충청북도 청주시 청원구 오창읍 성재리 536-6,36.72385871,127.3312481,영업,,1992-02-21,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성화누리안(아)경로당,경로당,충청북도 청주시 상당구 단재로115번길 46,충청북도 청주시 상당구 영운동 112-14,36.62062434,127.500064,영업,,2010-04-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성화다안채경로당,경로당,충청북도 청주시 서원구 구룡산로52번길 51 (성화동),충청북도 청주시 서원구 성화동 1034,36.61166105,127.4507577,영업,,2013-08-16,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성화주공1단지경로당,경로당,"충청북도 청주시 서원구 성봉로 88, 관리동 경로당 (성화동)",충청북도 청주시 서원구 성화동 634,36.61377467,127.4539354,영업,,2007-01-15,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성화주공2단지경로당,경로당,충청북도 청주시 서원구 장전로 80 (성화동),충청북도 청주시 서원구 성화동 619,36.6161961,127.4584564,영업,,2007-10-04,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성화휴먼시아4단지아파트경로당,경로당,충청북도 청주시 서원구 장전로 11 (성화동),충청북도 청주시 서원구 성화동 708,36.61770267,127.4510992,영업,,2011-01-04,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
성화휴먼시아5단지아파트경로당,경로당,충청북도 청주시 서원구 성봉로 93 (성화동),충청북도 청주시 서원구 성화동 897,36.61418657,127.4516601,영업,,2011-05-02,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
